Kimlik,Tür,"Stok kodu (SKU)","GTIN, UPC, EAN veya ISBN",İsim,Yayımlanmış,"Öne çıkan?","Katalogda görünürlük","Kısa açıklama",Açıklama,"İndirimli fiyatın başladığı tarih","İndirimli fiyatın bittiği tarih","Vergi durumu","Vergi sınıfı",Stokta?,Stok,"Düşük stok miktarı","Ön Siparişe İzin Ver?","Ayrı ayrı mı satılıyor?","Ağırlık (kg)","Uzunluk (cm)","Genişlik (cm)","Yükseklik (cm)","Müşteri değerlendirmelerine izin verilsin mi?","Satın alma notu","İndirimli satış fiyatı","Normal fiyat",Kategoriler,Etiketler,"Gönderim sınıfı",Görseller,"İndirme sınırı","İndirme sona erme günü",Ebeveyn,"Gruplanmış ürünler","Yukarı satışlar","Çapraz satışlar","Harici URL","Düğme metni",Konum,Markalar,"Blocksy Custom Data","Blocksy Variation Images","Nitelik 1 ismi","Nitelik 1 değer(ler)i","Nitelik 1 görünür","Nitelik 1 genel"
1416,variable,F23210-K1,,"Model F23210-K1",1,0,visible,,,,,taxable,,1,,,0,0,,,,,0,,,,BOT,,,"https://bayyildiz.com/wp-content/uploads/2026/01/F23210-k1.jpeg, https://bayyildiz.com/wp-content/uploads/2026/01/F23210-k1-1.jpeg, https://bayyildiz.com/wp-content/uploads/2026/01/F23210-k1-2.jpeg",,,,,,,,,0,,,,Numara,"39, 40, 41, 42, 43, 44, 45",0,0
1417,variable,F23210-V3,,"Model F23210-V3",1,0,visible,,,,,taxable,,1,,,0,0,,,,,0,,,,BOT,,,"https://bayyildiz.com/wp-content/uploads/2026/01/F23210-v3.jpeg, https://bayyildiz.com/wp-content/uploads/2026/01/F23210-v3-1.jpeg, https://bayyildiz.com/wp-content/uploads/2026/01/F23210-v3-2.jpeg",,,,,,,,,0,,,,Numara,"39, 40, 41, 42, 43, 44, 45",0,0
1418,variable,M22356-K1,,"Model M22356-K1",1,0,visible,,,,,taxable,,1,,,0,0,,,,,0,,,,BOT,,,"https://bayyildiz.com/wp-content/uploads/2026/01/M22356-1.jpeg, https://bayyildiz.com/wp-content/uploads/2026/01/M22356-4.jpeg",,,,,,,,,0,,,,Numara,"39, 40, 41, 42, 43, 44, 45",0,0
1473,variation,"P2379-S2 - 38",,"Bayyıldız Günlük Ayakkabı – Model P2379 - 38",1,0,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,3790,,,,,,,P2379-S2,,,,,,8,,,"{""gallery_source"":""default"",""images"":[]}",Numara,38,,0
1474,variation,"P2379-S2 - 46",,"Bayyıldız Günlük Ayakkabı – Model P2379 - 46",1,0,visible,,,,,taxable,parent,0,0,,0,0,,,,,0,,,3790,,,,,,,P2379-S2,,,,,,9,,,"{""gallery_source"":""default"",""images"":[]}",Numara,46,,0
1479,variable,K2108-S1,,"Model K2108-S1",1,0,visible,,,,,taxable,,1,,,0,0,,,,,0,,,,Günlük,,,"https://bayyildiz.com/wp-content/uploads/2026/01/K2108s1.jpeg, https://bayyildiz.com/wp-content/uploads/2026/01/K2108s1-1.jpeg",,,,,,,,,0,,,,Numara,"39, 40, 41, 42, 43, 44, 45",0,0
1480,variable,K2108-K1,,"Model K2108-K1",1,0,visible,,,,,taxable,,1,,,0,0,,,,,0,,,,Günlük,,,"https://bayyildiz.com/wp-content/uploads/2026/01/K2108k1-1.jpeg, https://bayyildiz.com/wp-content/uploads/2026/01/K2108k1-2.jpeg",,,,,,,,,0,,,,Numara,"39, 40, 41, 42, 43, 44, 45",0,0
1481,variable,K2108-L1,,"Model K2108-L1",1,0,visible,,,,,taxable,,1,,,0,0,,,,,0,,,,Günlük,,,https://bayyildiz.com/wp-content/uploads/2026/01/K2108-l1.jpeg,,,,,,,,,0,,,,Numara,"39, 40, 41, 42, 43, 44, 45",0,0
1482,variable,K2230-S1,,"Model K2230-S1",1,0,visible,,,,,taxable,,1,,,0,0,,,,,0,,,,Günlük,,,"https://bayyildiz.com/wp-content/uploads/2026/01/K2230-S1.jpeg, https://bayyildiz.com/wp-content/uploads/2026/01/K2230-S1-1.jpeg",,,,,,,,,0,,,,Numara,"39, 40, 41, 42, 43, 44, 45",0,0
1483,variable,K2230-K1,,"Model K2230-K1",1,0,visible,,,,,taxable,,1,,,0,0,,,,,0,,,,Günlük,,,"https://bayyildiz.com/wp-content/uploads/2026/01/K2230-K1.jpeg, https://bayyildiz.com/wp-content/uploads/2026/01/K2230-K1-1.jpeg",,,,,,,,,0,,,,Numara,"39, 40, 41, 42, 43, 44, 45",0,0
1484,variable,K9676-S1,,"Model K9676-S1",1,0,visible,,,,,taxable,,1,,,0,0,,,,,0,,,,Günlük,,,"https://bayyildiz.com/wp-content/uploads/2026/01/K9676-S1.jpeg, https://bayyildiz.com/wp-content/uploads/2026/01/K9676-S1-1.jpeg",,,,,,,,,0,,,,Numara,"39, 40, 41, 42, 43, 44, 45",0,0
1485,variable,K9676-K1,,"Model K9676-K1",1,0,visible,,,,,taxable,,1,,,0,0,,,,,0,,,,Günlük,,,"https://bayyildiz.com/wp-content/uploads/2026/01/K9676-K1.jpeg, https://bayyildiz.com/wp-content/uploads/2026/01/K9676-K1-1.jpeg",,,,,,,,,0,,,,Numara,"39, 40, 41, 42, 43, 44, 45",0,0
1491,variation,"K9676-K1 - 39",,"Model K9676-K1 - 39",1,0,visible,,,,,taxable,parent,0,0,,0,0,,,,,0,,,"3990,0",,,,,,,K9676-K1,,,,,,1,,,"{""gallery_source"":""default"",""images"":[]}",Numara,39,,0
1492,variation,"K9676-K1 - 40",,"Model K9676-K1 - 40",1,0,visible,,,,,taxable,parent,0,0,,0,0,,,,,0,,,"3990,0",,,,,,,K9676-K1,,,,,,2,,,"{""gallery_source"":""default"",""images"":[]}",Numara,40,,0
1493,variation,"K9676-K1 - 41",,"Model K9676-K1 - 41",1,0,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,3990,,,,,,,K9676-K1,,,,,,3,,,"{""gallery_source"":""default"",""images"":[]}",Numara,41,,0
1494,variation,"K9676-K1 - 42",,"Model K9676-K1 - 42",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,,3990,,,,,,,K9676-K1,,,,,,4,,,"{""gallery_source"":""default"",""images"":[]}",Numara,42,,0
1495,variation,"K9676-K1 - 43",,"Model K9676-K1 - 43",1,0,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,3990,,,,,,,K9676-K1,,,,,,5,,,"{""gallery_source"":""default"",""images"":[]}",Numara,43,,0
1496,variation,"K9676-K1 - 44",,"Model K9676-K1 - 44",1,0,visible,,,,,taxable,parent,0,0,,0,0,,,,,0,,,"3990,0",,,,,,,K9676-K1,,,,,,6,,,"{""gallery_source"":""default"",""images"":[]}",Numara,44,,0
1497,variation,"K9676-K1 - 45",,"Model K9676-K1 - 45",1,0,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,3990,,,,,,,K9676-K1,,,,,,7,,,"{""gallery_source"":""default"",""images"":[]}",Numara,45,,0
1527,variation,"K9676-S1 - 39",,"Model K9676-S1 - 39",1,0,visible,,,,,taxable,parent,0,0,,0,0,,,,,0,,,"3990,0",,,,,,,K9676-S1,,,,,,1,,,"{""gallery_source"":""default"",""images"":[]}",Numara,39,,0
1528,variation,"K9676-S1 - 40",,"Model K9676-S1 - 40",1,0,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,3990,,,,,,,K9676-S1,,,,,,2,,,"{""gallery_source"":""default"",""images"":[]}",Numara,40,,0
1529,variation,"K9676-S1 - 41",,"Model K9676-S1 - 41",1,0,visible,,,,,taxable,parent,0,0,,0,0,,,,,0,,,"3990,0",,,,,,,K9676-S1,,,,,,3,,,"{""gallery_source"":""default"",""images"":[]}",Numara,41,,0
1530,variation,"K9676-S1 - 42",,"Model K9676-S1 - 42",1,0,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,3990,,,,,,,K9676-S1,,,,,,4,,,"{""gallery_source"":""default"",""images"":[]}",Numara,42,,0
1531,variation,"K9676-S1 - 43",,"Model K9676-S1 - 43",1,0,visible,,,,,taxable,parent,0,0,,0,0,,,,,0,,,"3990,0",,,,,,,K9676-S1,,,,,,5,,,"{""gallery_source"":""default"",""images"":[]}",Numara,43,,0
1532,variation,"K9676-S1 - 44",,"Model K9676-S1 - 44",1,0,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,3990,,,,,,,K9676-S1,,,,,,6,,,"{""gallery_source"":""default"",""images"":[]}",Numara,44,,0
1533,variation,"K9676-S1 - 45",,"Model K9676-S1 - 45",1,0,visible,,,,,taxable,parent,0,0,,0,0,,,,,0,,,"3990,0",,,,,,,K9676-S1,,,,,,7,,,"{""gallery_source"":""default"",""images"":[]}",Numara,45,,0
1534,variation,"K2230-K1 - 39",,"Model K2230-K1 - 39",1,0,visible,,,,,taxable,parent,0,0,,0,0,,,,,0,,,"3990,0",,,,,,,K2230-K1,,,,,,1,,,"{""gallery_source"":""default"",""images"":[]}",Numara,39,,0
1535,variation,"K2230-K1 - 40",,"Model K2230-K1 - 40",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,,3990,,,,,,,K2230-K1,,,,,,2,,,"{""gallery_source"":""default"",""images"":[]}",Numara,40,,0
1536,variation,"K2230-K1 - 41",,"Model K2230-K1 - 41",1,0,visible,,,,,taxable,parent,1,3,,0,0,,,,,0,,,3990,,,,,,,K2230-K1,,,,,,3,,,"{""gallery_source"":""default"",""images"":[]}",Numara,41,,0
1537,variation,"K2230-K1 - 42",,"Model K2230-K1 - 42",1,0,visible,,,,,taxable,parent,1,6,,0,0,,,,,0,,,3990,,,,,,,K2230-K1,,,,,,4,,,"{""gallery_source"":""default"",""images"":[]}",Numara,42,,0
1538,variation,"K2230-K1 - 43",,"Model K2230-K1 - 43",1,0,visible,,,,,taxable,parent,0,0,,0,0,,,,,0,,,"3990,0",,,,,,,K2230-K1,,,,,,5,,,"{""gallery_source"":""default"",""images"":[]}",Numara,43,,0
1539,variation,"K2230-K1 - 44",,"Model K2230-K1 - 44",1,0,visible,,,,,taxable,parent,0,0,,0,0,,,,,0,,,"3990,0",,,,,,,K2230-K1,,,,,,6,,,"{""gallery_source"":""default"",""images"":[]}",Numara,44,,0
1540,variation,"K2230-K1 - 45",,"Model K2230-K1 - 45",1,0,visible,,,,,taxable,parent,0,0,,0,0,,,,,0,,,"3990,0",,,,,,,K2230-K1,,,,,,7,,,"{""gallery_source"":""default"",""images"":[]}",Numara,45,,0
1541,variation,"K2108-L1 - 39",,"Model K2108-L1 - 39",1,0,visible,,,,,taxable,parent,0,0,,0,0,,,,,0,,,"3790,0",,,,,,,K2108-L1,,,,,,1,,,"{""gallery_source"":""default"",""images"":[]}",Numara,39,,0
1542,variation,"K2108-L1 - 40",,"Model K2108-L1 - 40",1,0,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,3790,,,,,,,K2108-L1,,,,,,2,,,"{""gallery_source"":""default"",""images"":[]}",Numara,40,,0
1543,variation,"K2108-L1 - 41",,"Model K2108-L1 - 41",1,0,visible,,,,,taxable,parent,0,0,,0,0,,,,,0,,,"3790,0",,,,,,,K2108-L1,,,,,,3,,,"{""gallery_source"":""default"",""images"":[]}",Numara,41,,0
1544,variation,"K2108-L1 - 42",,"Model K2108-L1 - 42",1,0,visible,,,,,taxable,parent,1,6,,0,0,,,,,0,,,3790,,,,,,,K2108-L1,,,,,,4,,,"{""gallery_source"":""default"",""images"":[]}",Numara,42,,0
1545,variation,"K2108-L1 - 43",,"Model K2108-L1 - 43",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,,3790,,,,,,,K2108-L1,,,,,,5,,,"{""gallery_source"":""default"",""images"":[]}",Numara,43,,0
1546,variation,"K2108-L1 - 44",,"Model K2108-L1 - 44",1,0,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,3790,,,,,,,K2108-L1,,,,,,6,,,"{""gallery_source"":""default"",""images"":[]}",Numara,44,,0
1547,variation,"K2108-L1 - 45",,"Model K2108-L1 - 45",1,0,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,3790,,,,,,,K2108-L1,,,,,,7,,,"{""gallery_source"":""default"",""images"":[]}",Numara,45,,0
1548,variation,"K2230-S1 - 39",,"Model K2230-S1 - 39",1,0,visible,,,,,taxable,parent,0,0,,0,0,,,,,0,,,"3990,0",,,,,,,K2230-S1,,,,,,1,,,"{""gallery_source"":""default"",""images"":[]}",Numara,39,,0
1549,variation,"K2230-S1 - 40",,"Model K2230-S1 - 40",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,,3990,,,,,,,K2230-S1,,,,,,2,,,"{""gallery_source"":""default"",""images"":[]}",Numara,40,,0
1550,variation,"K2230-S1 - 41",,"Model K2230-S1 - 41",1,0,visible,,,,,taxable,parent,1,4,,0,0,,,,,0,,,3990,,,,,,,K2230-S1,,,,,,3,,,"{""gallery_source"":""default"",""images"":[]}",Numara,41,,0
1551,variation,"K2230-S1 - 42",,"Model K2230-S1 - 42",1,0,visible,,,,,taxable,parent,1,6,,0,0,,,,,0,,,3990,,,,,,,K2230-S1,,,,,,4,,,"{""gallery_source"":""default"",""images"":[]}",Numara,42,,0
1552,variation,"K2230-S1 - 43",,"Model K2230-S1 - 43",1,0,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,"3990,0",,,,,,,K2230-S1,,,,,,5,,,"{""gallery_source"":""default"",""images"":[]}",Numara,43,,0
1553,variation,"K2230-S1 - 44",,"Model K2230-S1 - 44",1,0,visible,,,,,taxable,parent,0,0,,0,0,,,,,0,,,"3990,0",,,,,,,K2230-S1,,,,,,6,,,"{""gallery_source"":""default"",""images"":[]}",Numara,44,,0
1554,variation,"K2230-S1 - 45",,"Model K2230-S1 - 45",1,0,visible,,,,,taxable,parent,1,3,,0,0,,,,,0,,,3990,,,,,,,K2230-S1,,,,,,7,,,"{""gallery_source"":""default"",""images"":[]}",Numara,45,,0
1555,variation,"K2108-K1 - 39",,"Model K2108-K1 - 39",1,0,visible,,,,,taxable,parent,0,0,,0,0,,,,,0,,,"3790,0",,,,,,,K2108-K1,,,,,,1,,,"{""gallery_source"":""default"",""images"":[]}",Numara,39,,0
1556,variation,"K2108-K1 - 40",,"Model K2108-K1 - 40",1,0,visible,,,,,taxable,parent,0,0,,0,0,,,,,0,,,"3790,0",,,,,,,K2108-K1,,,,,,2,,,"{""gallery_source"":""default"",""images"":[]}",Numara,40,,0
1557,variation,"K2108-K1 - 41",,"Model K2108-K1 - 41",1,0,visible,,,,,taxable,parent,1,3,,0,0,,,,,0,,,3790,,,,,,,K2108-K1,,,,,,3,,,"{""gallery_source"":""default"",""images"":[]}",Numara,41,,0
1558,variation,"K2108-K1 - 42",,"Model K2108-K1 - 42",1,0,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,3790,,,,,,,K2108-K1,,,,,,4,,,"{""gallery_source"":""default"",""images"":[]}",Numara,42,,0
1559,variation,"K2108-K1 - 43",,"Model K2108-K1 - 43",1,0,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,3790,,,,,,,K2108-K1,,,,,,5,,,"{""gallery_source"":""default"",""images"":[]}",Numara,43,,0
1560,variation,"K2108-K1 - 44",,"Model K2108-K1 - 44",1,0,visible,,,,,taxable,parent,0,0,,0,0,,,,,0,,,"3790,0",,,,,,,K2108-K1,,,,,,6,,,"{""gallery_source"":""default"",""images"":[]}",Numara,44,,0
1561,variation,"K2108-K1 - 45",,"Model K2108-K1 - 45",1,0,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,3790,,,,,,,K2108-K1,,,,,,7,,,"{""gallery_source"":""default"",""images"":[]}",Numara,45,,0
1562,variation,"K2108-S1 - 39",,"Model K2108-S1 - 39",1,0,visible,,,,,taxable,parent,0,0,,0,0,,,,,0,,,"3790,0",,,,,,,K2108-S1,,,,,,1,,,"{""gallery_source"":""default"",""images"":[]}",Numara,39,,0
1563,variation,"K2108-S1 - 40",,"Model K2108-S1 - 40",1,0,visible,,,,,taxable,parent,1,3,,0,0,,,,,0,,,3790,,,,,,,K2108-S1,,,,,,2,,,"{""gallery_source"":""default"",""images"":[]}",Numara,40,,0
1564,variation,"K2108-S1 - 41",,"Model K2108-S1 - 41",1,0,visible,,,,,taxable,parent,1,5,,0,0,,,,,0,,,3790,,,,,,,K2108-S1,,,,,,3,,,"{""gallery_source"":""default"",""images"":[]}",Numara,41,,0
1565,variation,"K2108-S1 - 42",,"Model K2108-S1 - 42",1,0,visible,,,,,taxable,parent,1,5,,0,0,,,,,0,,,3790,,,,,,,K2108-S1,,,,,,4,,,"{""gallery_source"":""default"",""images"":[]}",Numara,42,,0
1566,variation,"K2108-S1 - 43",,"Model K2108-S1 - 43",1,0,visible,,,,,taxable,parent,1,8,,0,0,,,,,0,,,3790,,,,,,,K2108-S1,,,,,,5,,,"{""gallery_source"":""default"",""images"":[]}",Numara,43,,0
1567,variation,"K2108-S1 - 44",,"Model K2108-S1 - 44",1,0,visible,,,,,taxable,parent,1,5,,0,0,,,,,0,,,3790,,,,,,,K2108-S1,,,,,,6,,,"{""gallery_source"":""default"",""images"":[]}",Numara,44,,0
1568,variation,"K2108-S1 - 45",,"Model K2108-S1 - 45",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,,3790,,,,,,,K2108-S1,,,,,,7,,,"{""gallery_source"":""default"",""images"":[]}",Numara,45,,0
1569,variation,"F23210-K1 - 39",,"Model F23210-K1 - 39",1,0,visible,,,,,taxable,parent,0,0,,0,0,,,,,0,,,"3790,0",,,,,,,F23210-K1,,,,,,1,,,"{""gallery_source"":""default"",""images"":[]}",Numara,39,,0
1570,variation,"F23210-K1 - 40",,"Model F23210-K1 - 40",1,0,visible,,,,,taxable,parent,0,0,,0,0,,,,,0,,,"3790,0",,,,,,,F23210-K1,,,,,,2,,,"{""gallery_source"":""default"",""images"":[]}",Numara,40,,0
1571,variation,"F23210-K1 - 41",,"Model F23210-K1 - 41",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,,3790,,,,,,,F23210-K1,,,,,,3,,,"{""gallery_source"":""default"",""images"":[]}",Numara,41,,0
1572,variation,"F23210-K1 - 42",,"Model F23210-K1 - 42",1,0,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,3790,,,,,,,F23210-K1,,,,,,4,,,"{""gallery_source"":""default"",""images"":[]}",Numara,42,,0
1573,variation,"F23210-K1 - 43",,"Model F23210-K1 - 43",1,0,visible,,,,,taxable,parent,0,0,,0,0,,,,,0,,,"3790,0",,,,,,,F23210-K1,,,,,,5,,,"{""gallery_source"":""default"",""images"":[]}",Numara,43,,0
1574,variation,"F23210-K1 - 44",,"Model F23210-K1 - 44",1,0,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,3790,,,,,,,F23210-K1,,,,,,6,,,"{""gallery_source"":""default"",""images"":[]}",Numara,44,,0
1575,variation,"F23210-K1 - 45",,"Model F23210-K1 - 45",1,0,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,3790,,,,,,,F23210-K1,,,,,,7,,,"{""gallery_source"":""default"",""images"":[]}",Numara,45,,0
1576,variation,"F23210-V3 - 39",,"Model F23210-V3 - 39",1,0,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,3790,,,,,,,F23210-V3,,,,,,1,,,"{""gallery_source"":""default"",""images"":[]}",Numara,39,,0
1577,variation,"F23210-V3 - 40",,"Model F23210-V3 - 40",1,0,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,3790,,,,,,,F23210-V3,,,,,,2,,,"{""gallery_source"":""default"",""images"":[]}",Numara,40,,0
1578,variation,"F23210-V3 - 41",,"Model F23210-V3 - 41",1,0,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,3790,,,,,,,F23210-V3,,,,,,3,,,"{""gallery_source"":""default"",""images"":[]}",Numara,41,,0
1579,variation,"F23210-V3 - 42",,"Model F23210-V3 - 42",1,0,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,3790,,,,,,,F23210-V3,,,,,,4,,,"{""gallery_source"":""default"",""images"":[]}",Numara,42,,0
1580,variation,"F23210-V3 - 43",,"Model F23210-V3 - 43",1,0,visible,,,,,taxable,parent,0,0,,0,0,,,,,0,,,"3790,0",,,,,,,F23210-V3,,,,,,5,,,"{""gallery_source"":""default"",""images"":[]}",Numara,43,,0
1581,variation,"F23210-V3 - 44",,"Model F23210-V3 - 44",1,0,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,3790,,,,,,,F23210-V3,,,,,,6,,,"{""gallery_source"":""default"",""images"":[]}",Numara,44,,0
1582,variation,"F23210-V3 - 45",,"Model F23210-V3 - 45",1,0,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,3790,,,,,,,F23210-V3,,,,,,7,,,"{""gallery_source"":""default"",""images"":[]}",Numara,45,,0
1583,variation,"M22356-K1 - 39",,"Model M22356-K1 - 39",1,0,visible,,,,,taxable,parent,0,0,,0,0,,,,,0,,,"4390,0",,,,,,,M22356-K1,,,,,,1,,,"{""gallery_source"":""default"",""images"":[]}",Numara,39,,0
1584,variation,"M22356-K1 - 40",,"Model M22356-K1 - 40",1,0,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,4390,,,,,,,M22356-K1,,,,,,2,,,"{""gallery_source"":""default"",""images"":[]}",Numara,40,,0
1585,variation,"M22356-K1 - 41",,"Model M22356-K1 - 41",1,0,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,4390,,,,,,,M22356-K1,,,,,,3,,,"{""gallery_source"":""default"",""images"":[]}",Numara,41,,0
1586,variation,"M22356-K1 - 42",,"Model M22356-K1 - 42",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,,4390,,,,,,,M22356-K1,,,,,,4,,,"{""gallery_source"":""default"",""images"":[]}",Numara,42,,0
1587,variation,"M22356-K1 - 43",,"Model M22356-K1 - 43",1,0,visible,,,,,taxable,parent,0,0,,0,0,,,,,0,,,"4390,0",,,,,,,M22356-K1,,,,,,5,,,"{""gallery_source"":""default"",""images"":[]}",Numara,43,,0
1588,variation,"M22356-K1 - 44",,"Model M22356-K1 - 44",1,0,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,4390,,,,,,,M22356-K1,,,,,,6,,,"{""gallery_source"":""default"",""images"":[]}",Numara,44,,0
1589,variation,"M22356-K1 - 45",,"Model M22356-K1 - 45",1,0,visible,,,,,taxable,parent,0,0,,0,0,,,,,0,,,"4390,0",,,,,,,M22356-K1,,,,,,7,,,"{""gallery_source"":""default"",""images"":[]}",Numara,45,,0
1590,variation,"F23210-S1 - 39",,"Model F23210-S1 - 39",1,0,visible,,,,,taxable,parent,0,0,,0,0,,,,,0,,,"3790,0",,,,,,,F23210-S1,,,,,,1,,,"{""gallery_source"":""default"",""images"":[]}",Numara,39,,0
1591,variation,"F23210-S1 - 40",,"Model F23210-S1 - 40",1,0,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,3790,,,,,,,F23210-S1,,,,,,2,,,"{""gallery_source"":""default"",""images"":[]}",Numara,40,,0
1592,variation,"F23210-S1 - 41",,"Model F23210-S1 - 41",1,0,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,3790,,,,,,,F23210-S1,,,,,,3,,,"{""gallery_source"":""default"",""images"":[]}",Numara,41,,0
1593,variation,"F23210-S1 - 42",,"Model F23210-S1 - 42",1,0,visible,,,,,taxable,parent,0,0,,0,0,,,,,0,,,"3790,0",,,,,,,F23210-S1,,,,,,4,,,"{""gallery_source"":""default"",""images"":[]}",Numara,42,,0
1594,variation,"F23210-S1 - 43",,"Model F23210-S1 - 43",1,0,visible,,,,,taxable,parent,0,0,,0,0,,,,,0,,,"3790,0",,,,,,,F23210-S1,,,,,,5,,,"{""gallery_source"":""default"",""images"":[]}",Numara,43,,0
1595,variation,"F23210-S1 - 44",,"Model F23210-S1 - 44",1,0,visible,,,,,taxable,parent,0,0,,0,0,,,,,0,,,"3790,0",,,,,,,F23210-S1,,,,,,6,,,"{""gallery_source"":""default"",""images"":[]}",Numara,44,,0
1596,variation,"F23210-S1 - 45",,"Model F23210-S1 - 45",1,0,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,3790,,,,,,,F23210-S1,,,,,,7,,,"{""gallery_source"":""default"",""images"":[]}",Numara,45,,0
1597,variation,"H160560-H1 - 39",,"Model H160560-H1 - 39",1,0,visible,,,,,taxable,parent,0,0,,0,0,,,,,0,,,"3790,0",,,,,,,H160560-H1,,,,,,1,,,"{""gallery_source"":""default"",""images"":[]}",Numara,39,,0
1598,variation,"H160560-H1 - 40",,"Model H160560-H1 - 40",1,0,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,3790,,,,,,,H160560-H1,,,,,,2,,,"{""gallery_source"":""default"",""images"":[]}",Numara,40,,0
1599,variation,"H160560-H1 - 41",,"Model H160560-H1 - 41",1,0,visible,,,,,taxable,parent,1,3,,0,0,,,,,0,,,3790,,,,,,,H160560-H1,,,,,,3,,,"{""gallery_source"":""default"",""images"":[]}",Numara,41,,0
1600,variation,"H160560-H1 - 42",,"Model H160560-H1 - 42",1,0,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,3790,,,,,,,H160560-H1,,,,,,4,,,"{""gallery_source"":""default"",""images"":[]}",Numara,42,,0
1601,variation,"H160560-H1 - 43",,"Model H160560-H1 - 43",1,0,visible,,,,,taxable,parent,1,3,,0,0,,,,,0,,,3790,,,,,,,H160560-H1,,,,,,5,,,"{""gallery_source"":""default"",""images"":[]}",Numara,43,,0
1602,variation,"H160560-H1 - 44",,"Model H160560-H1 - 44",1,0,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,3790,,,,,,,H160560-H1,,,,,,6,,,"{""gallery_source"":""default"",""images"":[]}",Numara,44,,0
1603,variation,"H160560-H1 - 45",,"Model H160560-H1 - 45",1,0,visible,,,,,taxable,parent,0,0,,0,0,,,,,0,,,"3790,0",,,,,,,H160560-H1,,,,,,7,,,"{""gallery_source"":""default"",""images"":[]}",Numara,45,,0
1604,variation,"M22521-S6 - 39",,"Model M22521-S6 - 39",1,0,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,4300,,,,,,,M22521-S6,,,,,,1,,,"{""gallery_source"":""default"",""images"":[]}",Numara,39,,0
1605,variation,"M22521-S6 - 40",,"Model M22521-S6 - 40",1,0,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,4300,,,,,,,M22521-S6,,,,,,2,,,"{""gallery_source"":""default"",""images"":[]}",Numara,40,,0
1606,variation,"M22521-S6 - 41",,"Model M22521-S6 - 41",1,0,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,4300,,,,,,,M22521-S6,,,,,,3,,,"{""gallery_source"":""default"",""images"":[]}",Numara,41,,0
1607,variation,"M22521-S6 - 42",,"Model M22521-S6 - 42",1,0,visible,,,,,taxable,parent,1,4,,0,0,,,,,0,,,4300,,,,,,,M22521-S6,,,,,,4,,,"{""gallery_source"":""default"",""images"":[]}",Numara,42,,0
1608,variation,"M22521-S6 - 43",,"Model M22521-S6 - 43",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,,4300,,,,,,,M22521-S6,,,,,,5,,,"{""gallery_source"":""default"",""images"":[]}",Numara,43,,0
1609,variation,"M22521-S6 - 44",,"Model M22521-S6 - 44",1,0,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,"4300,0",,,,,,,M22521-S6,,,,,,6,,,"{""gallery_source"":""default"",""images"":[]}",Numara,44,,0
